"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2018年7月10日","725.76","729.00","731.50","713.33","2.90M","-0.20%"
"2018年7月9日","727.24","720.03","729.86","719.73","4.06M","1.84%"
"2018年7月6日","714.12","707.00","720.93","699.26","4.42M","1.67%"
"2018年7月5日","702.39","700.00","716.20","700.00","4.71M","1.66%"
"2018年7月4日","690.91","692.00","700.00","688.00","3.80M","-0.58%"
"2018年7月3日","694.92","709.76","715.78","678.23","8.28M","-2.34%"
"2018年7月2日","711.55","734.52","739.33","703.00","3.76M","-2.72%"
"2018年6月29日","731.46","712.30","732.30","705.00","3.29M","2.89%"
"2018年6月28日","710.93","714.00","719.00","697.00","5.08M","-1.59%"
"2018年6月27日","722.44","752.00","757.00","721.00","5.73M","-4.29%"
"2018年6月26日","754.80","765.31","769.88","747.00","4.66M","-1.41%"
"2018年6月25日","765.56","766.00","778.97","764.90","3.29M","-0.13%"
"2018年6月22日","766.53","754.00","767.00","750.00","2.89M","0.95%"
"2018年6月21日","759.32","765.22","778.89","758.77","3.92M","-0.56%"
"2018年6月20日","763.59","741.00","765.00","741.00","4.58M","3.47%"
"2018年6月19日","738.00","769.00","769.00","737.00","6.02M","-4.57%"
"2018年6月15日","773.33","773.20","778.58","769.10","3.17M","-1.63%"
"2018年6月14日","786.13","790.00","793.80","775.18","3.62M","-0.53%"
"2018年6月13日","790.33","800.00","802.62","788.88","3.52M","-1.11%"
"2018年6月12日","799.19","778.00","803.50","776.50","5.53M","3.02%"
"2018年6月11日","775.73","776.05","786.00","768.33","3.65M","-0.29%"
"2018年6月8日","777.95","780.00","785.90","770.00","3.50M","-0.39%"
"2018年6月7日","780.97","789.98","795.55","778.90","3.92M","-0.61%"
"2018年6月6日","785.75","788.00","800.95","782.30","4.90M","-0.29%"
"2018年6月5日","788.05","786.50","794.70","777.23","5.26M","0.78%"
"2018年6月4日","781.97","752.35","782.90","745.88","7.38M","4.95%"
"2018年6月1日","745.11","751.13","754.98","738.76","3.62M","-0.80%"
"2018年5月31日","751.13","730.25","751.62","730.24","7.19M","3.48%"
"2018年5月30日","725.87","727.22","737.30","720.05","3.71M","-0.76%"
"2018年5月29日","731.43","738.80","750.00","731.28","4.08M","-1.21%"
"2018年5月28日","740.40","718.00","740.66","715.12","4.28M","3.28%"
"2018年5月25日","716.86","712.00","727.00","712.00","2.65M","0.20%"
"2018年5月24日","715.40","720.00","728.66","713.00","3.04M","-1.16%"
"2018年5月23日","723.78","740.00","740.00","723.58","2.83M","-2.14%"
"2018年5月22日","739.57","735.22","739.84","730.02","1.70M","0.65%"
"2018年5月21日","734.82","744.00","747.30","732.48","2.91M","-0.61%"
"2018年5月18日","739.32","723.99","741.00","721.19","2.93M","1.64%"
"2018年5月17日","727.38","735.12","737.50","724.00","2.85M","-0.97%"
"2018年5月16日","734.52","740.00","745.66","733.28","3.08M","-1.15%"
"2018年5月15日","743.06","746.00","746.44","734.00","3.81M","0.09%"
"2018年5月14日","742.41","724.00","743.00","724.00","5.10M","3.40%"
"2018年5月11日","718.02","718.69","730.50","715.70","3.91M","0.54%"
"2018年5月10日","714.19","703.50","716.00","703.50","3.93M","1.74%"
"2018年5月9日","701.95","709.08","712.30","697.12","3.23M","-0.97%"
"2018年5月8日","708.83","698.03","712.13","698.03","6.25M","1.53%"
"2018年5月7日","698.17","659.95","701.88","657.77","8.56M","5.33%"
"2018年5月4日","662.87","670.98","674.83","660.57","3.74M","-1.19%"
"2018年5月3日","670.88","666.00","673.68","658.00","3.63M","0.46%"
"2018年5月2日","667.83","660.00","668.99","645.06","7.03M","0.80%"
"2018年4月27日","662.53","685.25","688.36","655.00","5.79M","-2.31%"
"2018年4月26日","678.23","692.00","692.28","673.00","3.50M","-1.84%"
"2018年4月25日","690.97","689.00","692.00","683.02","2.53M","0.16%"
"2018年4月24日","689.88","676.00","693.50","675.00","4.73M","2.35%"
"2018年4月23日","674.01","666.01","680.33","666.01","3.27M","0.56%"
"2018年4月20日","670.26","681.00","694.00","668.23","4.15M","-1.43%"
"2018年4月19日","679.96","659.85","680.00","656.66","4.42M","3.71%"
"2018年4月18日","655.64","671.00","671.00","645.00","6.26M","-1.59%"
"2018年4月17日","666.20","685.00","685.38","665.60","3.52M","-2.23%"
"2018年4月16日","681.38","680.58","686.85","677.00","3.29M","-0.80%"
"2018年4月13日","686.86","698.50","701.00","685.08","2.75M","-1.06%"
"2018年4月12日","694.20","704.00","706.88","692.22","3.07M","-1.58%"
"2018年4月11日","705.36","710.00","714.78","703.02","2.57M","-0.38%"
"2018年4月10日","708.02","704.80","708.50","698.46","3.20M","1.39%"
"2018年4月9日","698.30","697.10","705.43","690.15","3.08M","0.62%"
"2018年4月4日","694.01","682.00","700.43","680.38","5.69M","2.37%"
"2018年4月3日","677.91","678.00","687.00","675.39","4.02M","-0.32%"
"2018年4月2日","680.06","680.00","691.00","674.11","3.20M","-0.52%"
"2018年3月30日","683.62","686.00","693.50","679.88","3.65M","-0.80%"
"2018年3月29日","689.10","682.20","697.85","658.41","7.91M","1.03%"
"2018年3月28日","682.05","699.97","703.00","669.00","11.35M","-4.57%"
"2018年3月27日","714.74","723.00","725.88","704.00","4.75M","0.18%"
"2018年3月26日","713.49","708.00","715.06","701.88","4.63M","0.34%"
"2018年3月23日","711.06","701.00","723.49","700.08","5.25M","-2.07%"
"2018年3月22日","726.08","744.00","748.00","724.01","3.75M","-2.15%"
"2018年3月21日","742.00","750.11","753.11","740.00","2.67M","-0.77%"
"2018年3月20日","747.73","750.00","752.00","740.00","2.89M","-0.76%"
"2018年3月19日","753.48","743.97","753.99","739.00","3.87M","1.84%"
"2018年3月16日","739.85","747.60","753.98","738.88","3.59M","-0.89%"
"2018年3月15日","746.47","728.02","747.00","728.02","5.61M","2.70%"
"2018年3月14日","726.88","709.67","728.08","707.22","3.74M","2.33%"
"2018年3月13日","710.35","723.00","726.60","710.00","3.86M","-1.88%"
"2018年3月12日","723.95","729.55","733.92","722.77","3.99M","-0.58%"
"2018年3月9日","728.20","727.55","732.57","723.50","3.02M","0.75%"
"2018年3月8日","722.76","714.00","724.00","708.00","3.53M","1.79%"
"2018年3月7日","710.04","715.00","724.00","708.99","3.46M","-1.14%"
"2018年3月6日","718.26","725.00","727.60","697.13","6.46M","-0.26%"
"2018年3月5日","720.11","738.18","742.00","717.03","3.72M","-2.21%"
